============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.14-s037_1
  Generated on:           Jun 02 2026  02:06:35 am
  Module:                 top_ti
  Technology libraries:   saed14rvt_tt0p8v25c 
                          saed14rvt_ss0p72v25c 
                          saed14rvt_ff0p88v25c 
  Operating conditions:   _nominal_ (balanced_tree)
  Wireload mode:          enclosed
  Area mode:              timing library
============================================================

         Instance                               Module                         Cells  Cell Area  Net Area   Total Area  Wireload     
-------------------------------------------------------------------------------------------------------------------------------------
top_ti                                                                       5591114    2862977         0      2862977    <none> (D) 
    gen_tile[668].u_tile  compute_core_ti_668                                   5308       2706         0         2706    <none> (D) 
    gen_tile[669].u_tile  compute_core_ti_669                                   5308       2706         0         2706    <none> (D) 
    gen_tile[679].u_tile  compute_core_ti_679                                   5308       2706         0         2706    <none> (D) 
    gen_tile[680].u_tile  compute_core_ti_680                                   5309       2706         0         2706    <none> (D) 
    gen_tile[865].u_tile  compute_core_ti_865                                   5323       2706         0         2706    <none> (D) 
    gen_tile[484].u_tile  compute_core_ti_484                                   5310       2706         0         2706    <none> (D) 
    gen_tile[774].u_tile  compute_core_ti_774                                   5308       2706         0         2706    <none> (D) 
    gen_tile[23].u_tile   compute_core_ti_23                                    5324       2706         0         2706    <none> (D) 
    gen_tile[414].u_tile  compute_core_ti_414                                   5310       2706         0         2706    <none> (D) 
    gen_tile[303].u_tile  compute_core_ti_303                                   5324       2706         0         2706    <none> (D) 
    gen_tile[911].u_tile  compute_core_ti_911                                   5308       2706         0         2706    <none> (D) 
    gen_tile[401].u_tile  compute_core_ti_401                                   5310       2706         0         2706    <none> (D) 
    gen_tile[421].u_tile  compute_core_ti_421                                   5310       2706         0         2706    <none> (D) 
    gen_tile[900].u_tile  compute_core_ti_900                                   5310       2706         0         2706    <none> (D) 
    gen_tile[619].u_tile  compute_core_ti_619                                   5309       2706         0         2706    <none> (D) 
    gen_tile[531].u_tile  compute_core_ti_531                                   5311       2706         0         2706    <none> (D) 
    gen_tile[984].u_tile  compute_core_ti_984                                   5311       2706         0         2706    <none> (D) 
    gen_tile[435].u_tile  compute_core_ti_435                                   5311       2706         0         2706    <none> (D) 
    gen_tile[599].u_tile  compute_core_ti_599                                   5311       2706         0         2706    <none> (D) 
    gen_tile[8].u_tile    compute_core_ti_8                                     5308       2706         0         2706    <none> (D) 
    gen_tile[725].u_tile  compute_core_ti_725                                   5310       2706         0         2706    <none> (D) 
    gen_tile[301].u_tile  compute_core_ti_301                                   5321       2706         0         2706    <none> (D) 
    gen_tile[380].u_tile  compute_core_ti_380                                   5308       2706         0         2706    <none> (D) 
    gen_tile[265].u_tile  compute_core_ti_265                                   5309       2706         0         2706    <none> (D) 
    gen_tile[142].u_tile  compute_core_ti_142                                   5310       2706         0         2706    <none> (D) 
    gen_tile[661].u_tile  compute_core_ti_661                                   5323       2706         0         2706    <none> (D) 
    gen_tile[780].u_tile  compute_core_ti_780                                   5310       2706         0         2706    <none> (D) 
    gen_tile[166].u_tile  compute_core_ti_166                                   5309       2706         0         2706    <none> (D) 
    gen_tile[835].u_tile  compute_core_ti_835                                   5312       2706         0         2706    <none> (D) 
    gen_tile[875].u_tile  compute_core_ti_875                                   5320       2706         0         2706    <none> (D) 
    gen_tile[876].u_tile  compute_core_ti_876                                   5324       2706         0         2706    <none> (D) 
    gen_tile[993].u_tile  compute_core_ti_993                                   5326       2706         0         2706    <none> (D) 
    gen_tile[328].u_tile  compute_core_ti_328                                   5325       2706         0         2706    <none> (D) 
    gen_tile[942].u_tile  compute_core_ti_942                                   5316       2706         0         2706    <none> (D) 
    gen_tile[130].u_tile  compute_core_ti_130                                   5308       2706         0         2706    <none> (D) 
    gen_tile[369].u_tile  compute_core_ti_369                                   5309       2706         0         2706    <none> (D) 
    gen_tile[400].u_tile  compute_core_ti_400                                   5309       2706         0         2706    <none> (D) 
    gen_tile[924].u_tile  compute_core_ti_924                                   5307       2706         0         2706    <none> (D) 
    gen_tile[482].u_tile  compute_core_ti_482                                   5309       2706         0         2706    <none> (D) 
    gen_tile[823].u_tile  compute_core_ti_823                                   5320       2706         0         2706    <none> (D) 
    gen_tile[620].u_tile  compute_core_ti_620                                   5310       2706         0         2706    <none> (D) 
    gen_tile[530].u_tile  compute_core_ti_530                                   5308       2706         0         2706    <none> (D) 
    gen_tile[492].u_tile  compute_core_ti_492                                   5308       2706         0         2706    <none> (D) 
    gen_tile[277].u_tile  compute_core_ti_277                                   5309       2706         0         2706    <none> (D) 
    gen_tile[950].u_tile  compute_core_ti_950                                   5316       2706         0         2706    <none> (D) 
    gen_tile[723].u_tile  compute_core_ti_723                                   5321       2706         0         2706    <none> (D) 
    gen_tile[377].u_tile  compute_core_ti_377                                   5310       2706         0         2706    <none> (D) 
    gen_tile[555].u_tile  compute_core_ti_555                                   5309       2706         0         2706    <none> (D) 
    gen_tile[617].u_tile  compute_core_ti_617                                   5310       2706         0         2706    <none> (D) 
    gen_tile[648].u_tile  compute_core_ti_648                                   5310       2706         0         2706    <none> (D) 
    gen_tile[758].u_tile  compute_core_ti_758                                   5309       2706         0         2706    <none> (D) 
    gen_tile[790].u_tile  compute_core_ti_790                                   5310       2706         0         2706    <none> (D) 
    gen_tile[745].u_tile  compute_core_ti_745                                   5307       2706         0         2706    <none> (D) 
    gen_tile[566].u_tile  compute_core_ti_566                                   5309       2706         0         2706    <none> (D) 
    gen_tile[602].u_tile  compute_core_ti_602                                   5324       2706         0         2706    <none> (D) 
    gen_tile[124].u_tile  compute_core_ti_124                                   5310       2706         0         2706    <none> (D) 
    gen_tile[251].u_tile  compute_core_ti_251                                   5310       2706         0         2706    <none> (D) 
    gen_tile[315].u_tile  compute_core_ti_315                                   5309       2706         0         2706    <none> (D) 
    gen_tile[931].u_tile  compute_core_ti_931                                   5310       2706         0         2706    <none> (D) 
    gen_tile[252].u_tile  compute_core_ti_252                                   5309       2706         0         2706    <none> (D) 
    gen_tile[362].u_tile  compute_core_ti_362                                   5316       2706         0         2706    <none> (D) 
    gen_tile[220].u_tile  compute_core_ti_220                                   5310       2706         0         2706    <none> (D) 
    gen_tile[375].u_tile  compute_core_ti_375                                   5310       2706         0         2706    <none> (D) 
    gen_tile[424].u_tile  compute_core_ti_424                                   5307       2706         0         2706    <none> (D) 
    gen_tile[497].u_tile  compute_core_ti_497                                   5310       2706         0         2706    <none> (D) 
    gen_tile[504].u_tile  compute_core_ti_504                                   5307       2706         0         2706    <none> (D) 
    gen_tile[505].u_tile  compute_core_ti_505                                   5310       2706         0         2706    <none> (D) 
    gen_tile[539].u_tile  compute_core_ti_539                                   5310       2706         0         2706    <none> (D) 
    gen_tile[81].u_tile   compute_core_ti_81                                    5310       2706         0         2706    <none> (D) 
    gen_tile[112].u_tile  compute_core_ti_112                                   5310       2706         0         2706    <none> (D) 
    gen_tile[413].u_tile  compute_core_ti_413                                   5310       2706         0         2706    <none> (D) 
    gen_tile[444].u_tile  compute_core_ti_444                                   5310       2706         0         2706    <none> (D) 
    gen_tile[622].u_tile  compute_core_ti_622                                   5310       2706         0         2706    <none> (D) 
    gen_tile[558].u_tile  compute_core_ti_558                                   5310       2706         0         2706    <none> (D) 
    gen_tile[529].u_tile  compute_core_ti_529                                   5310       2706         0         2706    <none> (D) 
    gen_tile[468].u_tile  compute_core_ti_468                                   5307       2706         0         2706    <none> (D) 
    gen_tile[709].u_tile  compute_core_ti_709                                   5309       2706         0         2706    <none> (D) 
    gen_tile[372].u_tile  compute_core_ti_372                                   5309       2706         0         2706    <none> (D) 
    gen_tile[946].u_tile  compute_core_ti_946                                   5310       2706         0         2706    <none> (D) 
    gen_tile[817].u_tile  compute_core_ti_817                                   5310       2706         0         2706    <none> (D) 
    gen_tile[200].u_tile  compute_core_ti_200                                   5309       2706         0         2706    <none> (D) 
    gen_tile[552].u_tile  compute_core_ti_552                                   5309       2706         0         2706    <none> (D) 
    gen_tile[405].u_tile  compute_core_ti_405                                   5307       2706         0         2706    <none> (D) 
    gen_tile[583].u_tile  compute_core_ti_583                                   5307       2706         0         2706    <none> (D) 
    gen_tile[614].u_tile  compute_core_ti_614                                   5307       2706         0         2706    <none> (D) 
    gen_tile[674].u_tile  compute_core_ti_674                                   5309       2706         0         2706    <none> (D) 
    gen_tile[178].u_tile  compute_core_ti_178                                   5309       2706         0         2706    <none> (D) 
    gen_tile[48].u_tile   compute_core_ti_48                                    5321       2706         0         2706    <none> (D) 
    gen_tile[199].u_tile  compute_core_ti_199                                   5310       2706         0         2706    <none> (D) 
    gen_tile[866].u_tile  compute_core_ti_866                                   5310       2706         0         2706    <none> (D) 
    gen_tile[147].u_tile  compute_core_ti_147                                   5320       2706         0         2706    <none> (D) 
    gen_tile[572].u_tile  compute_core_ti_572                                   5307       2706         0         2706    <none> (D) 
    gen_tile[226].u_tile  compute_core_ti_226                                   5310       2706         0         2706    <none> (D) 
    gen_tile[228].u_tile  compute_core_ti_228                                   5310       2706         0         2706    <none> (D) 
    gen_tile[291].u_tile  compute_core_ti_291                                   5310       2706         0         2706    <none> (D) 
    gen_tile[567].u_tile  compute_core_ti_567                                   5310       2706         0         2706    <none> (D) 
    gen_tile[533].u_tile  compute_core_ti_533                                   5310       2706         0         2706    <none> (D) 
    gen_tile[324].u_tile  compute_core_ti_324                                   5310       2706         0         2706    <none> (D) 
    gen_tile[355].u_tile  compute_core_ti_355                                   5310       2706         0         2706    <none> (D) 
    gen_tile[382].u_tile  compute_core_ti_382                                   5310       2706         0         2706    <none> (D) 
    gen_tile[244].u_tile  compute_core_ti_244                                   5310       2706         0         2706    <none> (D) 
    gen_tile[344].u_tile  compute_core_ti_344                                   5310       2706         0         2706    <none> (D) 
    gen_tile[190].u_tile  compute_core_ti_190                                   5310       2706         0         2706    <none> (D) 
    gen_tile[715].u_tile  compute_core_ti_715                                   5307       2706         0         2706    <none> (D) 
    gen_tile[812].u_tile  compute_core_ti_812                                   5310       2706         0         2706    <none> (D) 
    gen_tile[846].u_tile  compute_core_ti_846                                   5310       2706         0         2706    <none> (D) 
    gen_tile[971].u_tile  compute_core_ti_971                                   5310       2706         0         2706    <none> (D) 
    gen_tile[432].u_tile  compute_core_ti_432                                   5310       2705         0         2705    <none> (D) 
    gen_tile[402].u_tile  compute_core_ti_402                                   5310       2705         0         2705    <none> (D) 
    gen_tile[370].u_tile  compute_core_ti_370                                   5310       2705         0         2705    <none> (D) 
    gen_tile[185].u_tile  compute_core_ti_185                                   5308       2705         0         2705    <none> (D) 
    gen_tile[569].u_tile  compute_core_ti_569                                   5307       2705         0         2705    <none> (D) 
    gen_tile[955].u_tile  compute_core_ti_955                                   5307       2705         0         2705    <none> (D) 
    gen_tile[783].u_tile  compute_core_ti_783                                   5323       2705         0         2705    <none> (D) 
    gen_tile[518].u_tile  compute_core_ti_518                                   5310       2705         0         2705    <none> (D) 
    gen_tile[174].u_tile  compute_core_ti_174                                   5307       2705         0         2705    <none> (D) 
    gen_tile[164].u_tile  compute_core_ti_164                                   5307       2705         0         2705    <none> (D) 
    gen_tile[944].u_tile  compute_core_ti_944                                   5307       2705         0         2705    <none> (D) 
    gen_tile[797].u_tile  compute_core_ti_797                                   5308       2705         0         2705    <none> (D) 
    gen_tile[187].u_tile  compute_core_ti_187                                   5308       2705         0         2705    <none> (D) 
    gen_tile[730].u_tile  compute_core_ti_730                                   5320       2705         0         2705    <none> (D) 
    gen_tile[78].u_tile   compute_core_ti_78                                    5310       2705         0         2705    <none> (D) 
    gen_tile[110].u_tile  compute_core_ti_110                                   5310       2705         0         2705    <none> (D) 
    gen_tile[951].u_tile  compute_core_ti_951                                   5310       2705         0         2705    <none> (D) 
    gen_tile[982].u_tile  compute_core_ti_982                                   5310       2705         0         2705    <none> (D) 
    gen_tile[983].u_tile  compute_core_ti_983                                   5310       2705         0         2705    <none> (D) 
    gen_tile[785].u_tile  compute_core_ti_785                                   5310       2705         0         2705    <none> (D) 
    gen_tile[215].u_tile  compute_core_ti_215                                   5318       2705         0         2705    <none> (D) 
    gen_tile[247].u_tile  compute_core_ti_247                                   5308       2705         0         2705    <none> (D) 
    gen_tile[625].u_tile  compute_core_ti_625                                   5310       2705         0         2705    <none> (D) 
    gen_tile[473].u_tile  compute_core_ti_473                                   5310       2705         0         2705    <none> (D) 
    gen_tile[409].u_tile  compute_core_ti_409                                   5310       2705         0         2705    <none> (D) 
    gen_tile[470].u_tile  compute_core_ti_470                                   5310       2705         0         2705    <none> (D) 
    gen_tile[342].u_tile  compute_core_ti_342                                   5310       2705         0         2705    <none> (D) 
    gen_tile[1003].u_tile compute_core_ti_1003                                  5309       2705         0         2705    <none> (D) 
    gen_tile[260].u_tile  compute_core_ti_260                                   5310       2705         0         2705    <none> (D) 
    gen_tile[263].u_tile  compute_core_ti_263                                   5320       2705         0         2705    <none> (D) 
    gen_tile[293].u_tile  compute_core_ti_293                                   5320       2705         0         2705    <none> (D) 
    gen_tile[433].u_tile  compute_core_ti_433                                   5310       2705         0         2705    <none> (D) 
    gen_tile[872].u_tile  compute_core_ti_872                                   5308       2705         0         2705    <none> (D) 
    gen_tile[536].u_tile  compute_core_ti_536                                   5308       2705         0         2705    <none> (D) 
    gen_tile[597].u_tile  compute_core_ti_597                                   5307       2705         0         2705    <none> (D) 
    gen_tile[972].u_tile  compute_core_ti_972                                   5309       2705         0         2705    <none> (D) 
    gen_tile[644].u_tile  compute_core_ti_644                                   5309       2705         0         2705    <none> (D) 
    gen_tile[522].u_tile  compute_core_ti_522                                   5314       2705         0         2705    <none> (D) 
    gen_tile[152].u_tile  compute_core_ti_152                                   5319       2705         0         2705    <none> (D) 
    gen_tile[356].u_tile  compute_core_ti_356                                   5308       2705         0         2705    <none> (D) 
    gen_tile[978].u_tile  compute_core_ti_978                                   5308       2705         0         2705    <none> (D) 
    gen_tile[156].u_tile  compute_core_ti_156                                   5308       2705         0         2705    <none> (D) 
    gen_tile[219].u_tile  compute_core_ti_219                                   5309       2705         0         2705    <none> (D) 
    gen_tile[266].u_tile  compute_core_ti_266                                   5309       2705         0         2705    <none> (D) 
    gen_tile[452].u_tile  compute_core_ti_452                                   5308       2705         0         2705    <none> (D) 
    gen_tile[908].u_tile  compute_core_ti_908                                   5319       2705         0         2705    <none> (D) 
    gen_tile[469].u_tile  compute_core_ti_469                                   5310       2705         0         2705    <none> (D) 
    gen_tile[476].u_tile  compute_core_ti_476                                   5309       2705         0         2705    <none> (D) 
    gen_tile[686].u_tile  compute_core_ti_686                                   5309       2705         0         2705    <none> (D) 
    gen_tile[752].u_tile  compute_core_ti_752                                   5308       2705         0         2705    <none> (D) 
    gen_tile[958].u_tile  compute_core_ti_958                                   5323       2705         0         2705    <none> (D) 
    gen_tile[288].u_tile  compute_core_ti_288                                   5308       2705         0         2705    <none> (D) 
    gen_tile[229].u_tile  compute_core_ti_229                                   5308       2705         0         2705    <none> (D) 
    gen_tile[230].u_tile  compute_core_ti_230                                   5309       2705         0         2705    <none> (D) 
    gen_tile[694].u_tile  compute_core_ti_694                                   5308       2705         0         2705    <none> (D) 
    gen_tile[113].u_tile  compute_core_ti_113                                   5309       2705         0         2705    <none> (D) 
    gen_tile[347].u_tile  compute_core_ti_347                                   5308       2705         0         2705    <none> (D) 
    gen_tile[352].u_tile  compute_core_ti_352                                   5327       2705         0         2705    <none> (D) 
    gen_tile[448].u_tile  compute_core_ti_448                                   5324       2705         0         2705    <none> (D) 
    gen_tile[299].u_tile  compute_core_ti_299                                   5308       2705         0         2705    <none> (D) 
    gen_tile[361].u_tile  compute_core_ti_361                                   5315       2705         0         2705    <none> (D) 
    gen_tile[250].u_tile  compute_core_ti_250                                   5308       2705         0         2705    <none> (D) 
    gen_tile[606].u_tile  compute_core_ti_606                                   5323       2705         0         2705    <none> (D) 
    gen_tile[570].u_tile  compute_core_ti_570                                   5323       2705         0         2705    <none> (D) 
    gen_tile[300].u_tile  compute_core_ti_300                                   5308       2705         0         2705    <none> (D) 
    gen_tile[188].u_tile  compute_core_ti_188                                   5309       2705         0         2705    <none> (D) 
    gen_tile[274].u_tile  compute_core_ti_274                                   5319       2705         0         2705    <none> (D) 
    gen_tile[561].u_tile  compute_core_ti_561                                   5306       2705         0         2705    <none> (D) 
    gen_tile[53].u_tile   compute_core_ti_53                                    5320       2705         0         2705    <none> (D) 
    gen_tile[502].u_tile  compute_core_ti_502                                   5308       2705         0         2705    <none> (D) 
    gen_tile[134].u_tile  compute_core_ti_134                                   5308       2705         0         2705    <none> (D) 
    gen_tile[634].u_tile  compute_core_ti_634                                   5319       2705         0         2705    <none> (D) 
    gen_tile[138].u_tile  compute_core_ti_138                                   5308       2705         0         2705    <none> (D) 
    gen_tile[204].u_tile  compute_core_ti_204                                   5308       2705         0         2705    <none> (D) 
    gen_tile[334].u_tile  compute_core_ti_334                                   5320       2705         0         2705    <none> (D) 
    gen_tile[270].u_tile  compute_core_ti_270                                   5316       2705         0         2705    <none> (D) 
    gen_tile[842].u_tile  compute_core_ti_842                                   5314       2705         0         2705    <none> (D) 
    gen_tile[824].u_tile  compute_core_ti_824                                   5313       2705         0         2705    <none> (D) 
    gen_tile[855].u_tile  compute_core_ti_855                                   5313       2705         0         2705    <none> (D) 
    gen_tile[499].u_tile  compute_core_ti_499                                   5309       2705         0         2705    <none> (D) 
    gen_tile[457].u_tile  compute_core_ti_457                                   5308       2705         0         2705    <none> (D) 
    gen_tile[278].u_tile  compute_core_ti_278                                   5307       2705         0         2705    <none> (D) 
    gen_tile[1015].u_tile compute_core_ti_1015                                  5308       2705         0         2705    <none> (D) 
    gen_tile[612].u_tile  compute_core_ti_612                                   5314       2705         0         2705    <none> (D) 
    gen_tile[296].u_tile  compute_core_ti_296                                   5320       2705         0         2705    <none> (D) 
    gen_tile[434].u_tile  compute_core_ti_434                                   5307       2705         0         2705    <none> (D) 
    gen_tile[453].u_tile  compute_core_ti_453                                   5308       2705         0         2705    <none> (D) 
    gen_tile[936].u_tile  compute_core_ti_936                                   5319       2705         0         2705    <none> (D) 
    gen_tile[523].u_tile  compute_core_ti_523                                   5308       2705         0         2705    <none> (D) 
    gen_tile[987].u_tile  compute_core_ti_987                                   5308       2705         0         2705    <none> (D) 
    gen_tile[654].u_tile  compute_core_ti_654                                   5308       2705         0         2705    <none> (D) 
    gen_tile[550].u_tile  compute_core_ti_550                                   5308       2705         0         2705    <none> (D) 
    gen_tile[86].u_tile   compute_core_ti_86                                    5308       2705         0         2705    <none> (D) 
    gen_tile[441].u_tile  compute_core_ti_441                                   5308       2705         0         2705    <none> (D) 
    gen_tile[148].u_tile  compute_core_ti_148                                   5322       2705         0         2705    <none> (D) 
    gen_tile[1011].u_tile compute_core_ti_1011                                  5307       2705         0         2705    <none> (D) 
    gen_tile[238].u_tile  compute_core_ti_238                                   5307       2705         0         2705    <none> (D) 
    gen_tile[107].u_tile  compute_core_ti_107                                   5308       2705         0         2705    <none> (D) 
    gen_tile[718].u_tile  compute_core_ti_718                                   5320       2705         0         2705    <none> (D) 
    gen_tile[116].u_tile  compute_core_ti_116                                   5322       2705         0         2705    <none> (D) 
    gen_tile[348].u_tile  compute_core_ti_348                                   5308       2705         0         2705    <none> (D) 
    gen_tile[479].u_tile  compute_core_ti_479                                   5319       2705         0         2705    <none> (D) 
    gen_tile[510].u_tile  compute_core_ti_510                                   5319       2705         0         2705    <none> (D) 
    gen_tile[319].u_tile  compute_core_ti_319                                   5308       2705         0         2705    <none> (D) 
    gen_tile[416].u_tile  compute_core_ti_416                                   5319       2705         0         2705    <none> (D) 
    gen_tile[298].u_tile  compute_core_ti_298                                   5319       2705         0         2705    <none> (D) 
    gen_tile[326].u_tile  compute_core_ti_326                                   5320       2705         0         2705    <none> (D) 
    gen_tile[820].u_tile  compute_core_ti_820                                   5314       2705         0         2705    <none> (D) 
    gen_tile[719].u_tile  compute_core_ti_719                                   5319       2705         0         2705    <none> (D) 
    gen_tile[417].u_tile  compute_core_ti_417                                   5332       2705         0         2705    <none> (D) 
    gen_tile[203].u_tile  compute_core_ti_203                                   5307       2705         0         2705    <none> (D) 
    gen_tile[237].u_tile  compute_core_ti_237                                   5307       2705         0         2705    <none> (D) 
    gen_tile[279].u_tile  compute_core_ti_279                                   5307       2705         0         2705    <none> (D) 
    gen_tile[103].u_tile  compute_core_ti_103                                   5307       2705         0         2705    <none> (D) 
    gen_tile[964].u_tile  compute_core_ti_964                                   5313       2705         0         2705    <none> (D) 
    gen_tile[821].u_tile  compute_core_ti_821                                   5315       2705         0         2705    <none> (D) 
    gen_tile[242].u_tile  compute_core_ti_242                                   5321       2705         0         2705    <none> (D) 
    gen_tile[442].u_tile  compute_core_ti_442                                   5307       2705         0         2705    <none> (D) 
    gen_tile[181].u_tile  compute_core_ti_181                                   5307       2705         0         2705    <none> (D) 
    gen_tile[182].u_tile  compute_core_ti_182                                   5307       2705         0         2705    <none> (D) 
    gen_tile[809].u_tile  compute_core_ti_809                                   5313       2705         0         2705    <none> (D) 
    gen_tile[6].u_tile    compute_core_ti_6                                     5313       2705         0         2705    <none> (D) 
    gen_tile[88].u_tile   compute_core_ti_88                                    5306       2705         0         2705    <none> (D) 
    gen_tile[241].u_tile  compute_core_ti_241                                   5316       2705         0         2705    <none> (D) 
    gen_tile[890].u_tile  compute_core_ti_890                                   5317       2705         0         2705    <none> (D) 
    gen_tile[826].u_tile  compute_core_ti_826                                   5319       2705         0         2705    <none> (D) 
    gen_tile[114].u_tile  compute_core_ti_114                                   5306       2705         0         2705    <none> (D) 
    gen_tile[959].u_tile  compute_core_ti_959                                   5316       2705         0         2705    <none> (D) 
    gen_tile[126].u_tile  compute_core_ti_126                                   5314       2705         0         2705    <none> (D) 
    gen_tile[966].u_tile  compute_core_ti_966                                   5312       2705         0         2705    <none> (D) 
    gen_tile[337].u_tile  compute_core_ti_337                                   5302       2705         0         2705    <none> (D) 
    gen_tile[127].u_tile  compute_core_ti_127                                   5316       2705         0         2705    <none> (D) 
    gen_tile[965].u_tile  compute_core_ti_965                                   5312       2705         0         2705    <none> (D) 
    gen_tile[839].u_tile  compute_core_ti_839                                   5313       2704         0         2704    <none> (D) 
    gen_tile[733].u_tile  compute_core_ti_733                                   5318       2704         0         2704    <none> (D) 
    gen_tile[183].u_tile  compute_core_ti_183                                   5316       2704         0         2704    <none> (D) 
    gen_tile[607].u_tile  compute_core_ti_607                                   5316       2704         0         2704    <none> (D) 
    gen_tile[95].u_tile   compute_core_ti_95                                    5322       2704         0         2704    <none> (D) 
    gen_tile[239].u_tile  compute_core_ti_239                                   5294       2704         0         2704    <none> (D) 
    gen_tile[29].u_tile   compute_core_ti_29                                    5321       2704         0         2704    <none> (D) 
    gen_tile[710].u_tile  compute_core_ti_710                                   5312       2704         0         2704    <none> (D) 
    gen_tile[408].u_tile  compute_core_ti_408                                   5305       2704         0         2704    <none> (D) 
    gen_tile[997].u_tile  compute_core_ti_997                                   5321       2704         0         2704    <none> (D) 
    gen_tile[15].u_tile   compute_core_ti_15                                    5309       2704         0         2704    <none> (D) 
    gen_tile[37].u_tile   compute_core_ti_37                                    5302       2704         0         2704    <none> (D) 
    gen_tile[72].u_tile   compute_core_ti_72                                    5294       2704         0         2704    <none> (D) 
    gen_tile[1001].u_tile compute_core_ti_1001                                  5319       2704         0         2704    <none> (D) 
    gen_tile[56].u_tile   compute_core_ti_56                                    5315       2703         0         2703    <none> (D) 
    gen_tile[1021].u_tile compute_core_ti_1021                                  5316       2703         0         2703    <none> (D) 
    gen_tile[1000].u_tile compute_core_ti_1000                                  5317       2703         0         2703    <none> (D) 
    gen_tile[1009].u_tile compute_core_ti_1009                                  5317       2703         0         2703    <none> (D) 
    gen_tile[696].u_tile  compute_core_ti_696                                   5306       2703         0         2703    <none> (D) 
    gen_tile[811].u_tile  compute_core_ti_811                                   5297       2703         0         2703    <none> (D) 
    gen_tile[31].u_tile   compute_core_ti_31                                    5312       2703         0         2703    <none> (D) 
    gen_tile[30].u_tile   compute_core_ti_30                                    5312       2703         0         2703    <none> (D) 
    gen_tile[495].u_tile  compute_core_ti_495                                   5293       2703         0         2703    <none> (D) 
    gen_tile[360].u_tile  compute_core_ti_360                                   5300       2703         0         2703    <none> (D) 
    gen_tile[66].u_tile   compute_core_ti_66                                    5308       2703         0         2703    <none> (D) 
    gen_tile[335].u_tile  compute_core_ti_335                                   5305       2702         0         2702    <none> (D) 
    gen_tile[759].u_tile  compute_core_ti_759                                   5309       2702         0         2702    <none> (D) 
    gen_tile[885].u_tile  compute_core_ti_885                                   5291       2702         0         2702    <none> (D) 
    gen_tile[776].u_tile  compute_core_ti_776                                   5291       2702         0         2702    <none> (D) 
    gen_tile[731].u_tile  compute_core_ti_731                                   5308       2702         0         2702    <none> (D) 
    gen_tile[196].u_tile  compute_core_ti_196                                   5290       2702         0         2702    <none> (D) 
    gen_tile[798].u_tile  compute_core_ti_798                                   5289       2702         0         2702    <none> (D) 
    gen_tile[815].u_tile  compute_core_ti_815                                   5307       2702         0         2702    <none> (D) 
    gen_tile[2].u_tile    compute_core_ti_2                                     5292       2702         0         2702    <none> (D) 
    gen_tile[665].u_tile  compute_core_ti_665                                   5310       2701         0         2701    <none> (D) 
    gen_tile[697].u_tile  compute_core_ti_697                                   5309       2701         0         2701    <none> (D) 
    gen_tile[666].u_tile  compute_core_ti_666                                   5309       2701         0         2701    <none> (D) 
    gen_tile[7].u_tile    compute_core_ti_7                                     5295       2701         0         2701    <none> (D) 
    gen_tile[65].u_tile   compute_core_ti_65                                    5305       2701         0         2701    <none> (D) 
    gen_tile[732].u_tile  compute_core_ti_732                                   5300       2700         0         2700    <none> (D) 
    gen_tile[36].u_tile   compute_core_ti_36                                    5289       2700         0         2700    <none> (D) 
    gen_tile[34].u_tile   compute_core_ti_34                                    5289       2699         0         2699    <none> (D) 
    gen_tile[878].u_tile  compute_core_ti_878                                   5287       2699         0         2699    <none> (D) 
    gen_tile[18].u_tile   compute_core_ti_18                                    5284       2699         0         2699    <none> (D) 
    gen_tile[17].u_tile   compute_core_ti_17                                    5276       2698         0         2698    <none> (D) 
    gen_tile[834].u_tile  compute_core_ti_834                                   5271       2697         0         2697    <none> (D) 
    gen_tile[910].u_tile  compute_core_ti_910                                   5271       2697         0         2697    <none> (D) 
    gen_tile[64].u_tile   compute_core_ti_64                                    5286       2697         0         2697    <none> (D) 
  u_interface             conv_interface_ti_AXIS_DATA_W512_AXIL_ADDR_W13_AXI  137324      88985         0        88985    <none> (D) 
    u_ifm_buf             ifm_buffer                                           42115      26942         0        26942    <none> (D) 

 (D) = wireload is default in technology library
